Method,BM25_Weight,Semantic_Weight,Question,Precision@5,MRR,Hit@5,nDCG,Avg_Similarity
Semantic,0.3,0.7,What was the FISA-FOCA war about?,0.2,0.5,1,0.9283108068607142,0.6623923
Semantic,0.5,0.5,What was the FISA-FOCA war about?,0.2,0.25,1,0.8497692430042867,0.5221423
Semantic,0.7,0.30000000000000004,What was the FISA-FOCA war about?,0.0,0.0,0,0.9948152804881747,0.38327974
Topic,0.3,0.7,What was the FISA-FOCA war about?,0.8,1.0,1,0.938904542194429,0.672572
Topic,0.5,0.5,What was the FISA-FOCA war about?,0.4,1.0,1,0.9043154581264572,0.5071726
Topic,0.7,0.30000000000000004,What was the FISA-FOCA war about?,0.2,1.0,1,0.9753365349272523,0.40560046
SW_50,0.3,0.7,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.9881858433449472,0.293796
SW_50,0.5,0.5,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.9955411653609011,0.25365937
SW_50,0.7,0.30000000000000004,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.9955411653609011,0.25365937
SW_20,0.3,0.7,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.8912238627468376,0.19585726
SW_20,0.5,0.5,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.8912238627468376,0.19585726
SW_20,0.7,0.30000000000000004,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.8912238627468376,0.19585726
SW_0,0.3,0.7,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.9996933381044879,0.24618761
SW_0,0.5,0.5,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.9878006435737064,0.24618761
SW_0,0.7,0.30000000000000004,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.9818104745643507,0.24618761
Semantic,0.3,0.7,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.8589587754014231,0.18362398
Semantic,0.5,0.5,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.8430760127655603,0.15802522
Semantic,0.7,0.30000000000000004,What was the result of the FISA-FOCA war?,0.2,0.2,1,0.577345725100395,0.3081984
Topic,0.3,0.7,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.7733728912217639,0.2701941
Topic,0.5,0.5,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.6746110748022683,0.23855284
Topic,0.7,0.30000000000000004,What was the result of the FISA-FOCA war?,0.0,0.0,0,0.6503908040538505,0.22149344
SW_50,0.3,0.7,When were turbocharged engines banned in Formula One?,0.2,0.5,1,0.9729728214130053,0.5370653
SW_50,0.5,0.5,When were turbocharged engines banned in Formula One?,0.2,0.5,1,0.9699626153586169,0.54497373
SW_50,0.7,0.30000000000000004,When were turbocharged engines banned in Formula One?,0.2,0.5,1,0.9699704590207487,0.5086163
SW_20,0.3,0.7,When were turbocharged engines banned in Formula One?,0.0,0.0,0,0.9673051687706126,0.5207598
SW_20,0.5,0.5,When were turbocharged engines banned in Formula One?,0.0,0.0,0,0.9597466644362618,0.5207598
SW_20,0.7,0.30000000000000004,When were turbocharged engines banned in Formula One?,0.0,0.0,0,0.9532750726058764,0.5311074
SW_0,0.3,0.7,When were turbocharged engines banned in Formula One?,0.0,0.0,0,0.9638111654784166,0.5215981
SW_0,0.5,0.5,When were turbocharged engines banned in Formula One?,0.0,0.0,0,0.9813285310536601,0.49188548
SW_0,0.7,0.30000000000000004,When were turbocharged engines banned in Formula One?,0.0,0.0,0,0.965025177793338,0.49188548
Semantic,0.3,0.7,When were turbocharged engines banned in Formula One?,0.2,0.5,1,0.9094759264688758,0.59874475
Semantic,0.5,0.5,When were turbocharged engines banned in Formula One?,0.2,0.3333333333333333,1,0.8733445723386202,0.5353967
Semantic,0.7,0.30000000000000004,When were turbocharged engines banned in Formula One?,0.2,0.3333333333333333,1,0.8670614140129564,0.5134795
Topic,0.3,0.7,When were turbocharged engines banned in Formula One?,0.2,0.5,1,0.9105699531978085,0.59099835
Topic,0.5,0.5,When were turbocharged engines banned in Formula One?,0.2,0.3333333333333333,1,0.8803868292477816,0.59099835
Topic,0.7,0.30000000000000004,When were turbocharged engines banned in Formula One?,0.2,0.25,1,0.8614715953659707,0.59099835
SW_50,0.3,0.7,What electronic driver aids were developed in the 1980s?,0.4,1.0,1,0.9922354445855339,0.57212085
SW_50,0.5,0.5,What electronic driver aids were developed in the 1980s?,0.4,1.0,1,0.9922354445855339,0.57212085
SW_50,0.7,0.30000000000000004,What electronic driver aids were developed in the 1980s?,0.4,1.0,1,0.9922354445855339,0.57212085
SW_20,0.3,0.7,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9962340223365457,0.51874185
SW_20,0.5,0.5,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,1.0,0.4883921
SW_20,0.7,0.30000000000000004,What electronic driver aids were developed in the 1980s?,0.2,0.5,1,0.9357157745503514,0.4883921
SW_0,0.3,0.7,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9837770303713511,0.49251193
SW_0,0.5,0.5,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9968222747780471,0.44098982
SW_0,0.7,0.30000000000000004,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9968222747780471,0.44098982
Semantic,0.3,0.7,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9956120667577899,0.5011902
Semantic,0.5,0.5,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,1.0,0.47534102
Semantic,0.7,0.30000000000000004,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9969815893989092,0.47534102
Topic,0.3,0.7,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9938173419129299,0.48120642
Topic,0.5,0.5,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9980534178591326,0.4657445
Topic,0.7,0.30000000000000004,What electronic driver aids were developed in the 1980s?,0.2,1.0,1,0.9985531840060754,0.42984623
SW_50,0.3,0.7,When did the FIA ban many electronic driver aids?,0.4,1.0,1,0.9997537708918404,0.517978
SW_50,0.5,0.5,When did the FIA ban many electronic driver aids?,0.4,1.0,1,0.9921228899937304,0.517978
SW_50,0.7,0.30000000000000004,When did the FIA ban many electronic driver aids?,0.4,1.0,1,0.9931986851118831,0.5093512
SW_20,0.3,0.7,When did the FIA ban many electronic driver aids?,0.0,0.0,0,1.0,0.5072603
SW_20,0.5,0.5,When did the FIA ban many electronic driver aids?,0.0,0.0,0,0.9993918527945863,0.5063642
SW_20,0.7,0.30000000000000004,When did the FIA ban many electronic driver aids?,0.0,0.0,0,1.0,0.4867167
SW_0,0.3,0.7,When did the FIA ban many electronic driver aids?,0.2,1.0,1,0.9981675961585722,0.50731105
SW_0,0.5,0.5,When did the FIA ban many electronic driver aids?,0.2,1.0,1,0.9968129431779446,0.48427868
SW_0,0.7,0.30000000000000004,When did the FIA ban many electronic driver aids?,0.2,1.0,1,1.0,0.4505907
Semantic,0.3,0.7,When did the FIA ban many electronic driver aids?,0.4,0.5,1,0.8914417411569958,0.65757114
Semantic,0.5,0.5,When did the FIA ban many electronic driver aids?,0.4,0.5,1,0.8959724398582368,0.65757114
Semantic,0.7,0.30000000000000004,When did the FIA ban many electronic driver aids?,0.4,0.5,1,0.8959724398582368,0.65757114
Topic,0.3,0.7,When did the FIA ban many electronic driver aids?,0.4,1.0,1,0.907618338441634,0.63556576
Topic,0.5,0.5,When did the FIA ban many electronic driver aids?,0.4,1.0,1,0.907618338441634,0.63556576
Topic,0.7,0.30000000000000004,When did the FIA ban many electronic driver aids?,0.4,0.5,1,0.8752629762549282,0.63556576
SW_50,0.3,0.7,Which teams dominated Formula One in the 1980s and 1990s?,0.4,1.0,1,0.9991295618911684,0.6031581
SW_50,0.5,0.5,Which teams dominated Formula One in the 1980s and 1990s?,0.4,1.0,1,0.989984712279243,0.5776043
SW_50,0.7,0.30000000000000004,Which teams dominated Formula One in the 1980s and 1990s?,0.4,1.0,1,0.9861659426514343,0.58431643
SW_20,0.3,0.7,Which teams dominated Formula One in the 1980s and 1990s?,0.0,0.0,0,0.9779225840169216,0.5200835
SW_20,0.5,0.5,Which teams dominated Formula One in the 1980s and 1990s?,0.0,0.0,0,0.9966548117169582,0.5133715
SW_20,0.7,0.30000000000000004,Which teams dominated Formula One in the 1980s and 1990s?,0.0,0.0,0,0.9873147844276994,0.48549938
SW_0,0.3,0.7,Which teams dominated Formula One in the 1980s and 1990s?,0.0,0.0,0,0.9899693009921909,0.48095465
SW_0,0.5,0.5,Which teams dominated Formula One in the 1980s and 1990s?,0.0,0.0,0,0.9908097897344207,0.46916217
SW_0,0.7,0.30000000000000004,Which teams dominated Formula One in the 1980s and 1990s?,0.0,0.0,0,0.9857741332340602,0.4706307
Semantic,0.3,0.7,Which teams dominated Formula One in the 1980s and 1990s?,0.4,1.0,1,0.9963342096108776,0.58228767
Semantic,0.5,0.5,Which teams dominated Formula One in the 1980s and 1990s?,0.4,1.0,1,0.9806234535754297,0.57883775
Semantic,0.7,0.30000000000000004,Which teams dominated Formula One in the 1980s and 1990s?,0.2,1.0,1,0.9890428567118104,0.5466886
Topic,0.3,0.7,Which teams dominated Formula One in the 1980s and 1990s?,0.4,1.0,1,0.9881485228881238,0.55347306
Topic,0.5,0.5,Which teams dominated Formula One in the 1980s and 1990s?,0.4,1.0,1,0.9984662092919471,0.5177147
Topic,0.7,0.30000000000000004,Which teams dominated Formula One in the 1980s and 1990s?,0.4,0.3333333333333333,1,0.903738747569231,0.5137639
SW_50,0.3,0.7,How many championships did McLaren win in the 1980s and 1990s?,0.8,1.0,1,0.9820410573147049,0.6224241
SW_50,0.5,0.5,How many championships did McLaren win in the 1980s and 1990s?,0.8,1.0,1,0.9820410573147049,0.6224241
SW_50,0.7,0.30000000000000004,How many championships did McLaren win in the 1980s and 1990s?,0.4,1.0,1,0.9864281956406374,0.5469992
SW_20,0.3,0.7,How many championships did McLaren win in the 1980s and 1990s?,0.8,1.0,1,0.9833720207360502,0.6408755
SW_20,0.5,0.5,How many championships did McLaren win in the 1980s and 1990s?,0.8,1.0,1,0.9828629449249178,0.6113807
SW_20,0.7,0.30000000000000004,How many championships did McLaren win in the 1980s and 1990s?,0.6,1.0,1,0.9720426076347335,0.5704627
SW_0,0.3,0.7,How many championships did McLaren win in the 1980s and 1990s?,0.6,0.5,1,0.9638599044281991,0.6215648
SW_0,0.5,0.5,How many championships did McLaren win in the 1980s and 1990s?,0.4,0.5,1,0.9538149750060527,0.5818942
SW_0,0.7,0.30000000000000004,How many championships did McLaren win in the 1980s and 1990s?,0.2,0.5,1,0.9655667761673737,0.49804324
Semantic,0.3,0.7,How many championships did McLaren win in the 1980s and 1990s?,0.8,0.5,1,0.9185428159521538,0.6991661
Semantic,0.5,0.5,How many championships did McLaren win in the 1980s and 1990s?,0.6,0.5,1,0.9080605391472072,0.60892254
Semantic,0.7,0.30000000000000004,How many championships did McLaren win in the 1980s and 1990s?,0.2,0.5,1,0.91835708038861,0.5322183
Topic,0.3,0.7,How many championships did McLaren win in the 1980s and 1990s?,0.8,1.0,1,0.9890263430907643,0.6254032
Topic,0.5,0.5,How many championships did McLaren win in the 1980s and 1990s?,0.6,1.0,1,0.9676377403542819,0.55524606
Topic,0.7,0.30000000000000004,How many championships did McLaren win in the 1980s and 1990s?,0.2,1.0,1,0.958813973697114,0.40135002
SW_50,0.3,0.7,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.9954514722070903,0.5082735
SW_50,0.5,0.5,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.9959913593023029,0.4835176
SW_50,0.7,0.30000000000000004,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.9959913593023029,0.4835176
SW_20,0.3,0.7,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.9945677620286631,0.5136446
SW_20,0.5,0.5,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.9955514769767939,0.48938093
SW_20,0.7,0.30000000000000004,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.9815408786385161,0.48938093
SW_0,0.3,0.7,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.964127828592226,0.52830344
SW_0,0.5,0.5,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.9753264137149039,0.4881627
SW_0,0.7,0.30000000000000004,How many championships did Williams win in the 1980s and 1990s?,0.0,0.0,0,0.9860433305116345,0.41779009
Semantic,0.3,0.7,How many championships did Williams win in the 1980s and 1990s?,0.2,0.5,1,0.9273646097745406,0.5044405
Semantic,0.5,0.5,How many championships did Williams win in the 1980s and 1990s?,0.2,0.5,1,0.9280639349645398,0.5098198
Semantic,0.7,0.30000000000000004,How many championships did Williams win in the 1980s and 1990s?,0.2,0.5,1,0.9212285510397151,0.48431858
Topic,0.3,0.7,How many championships did Williams win in the 1980s and 1990s?,0.2,1.0,1,0.9976308651173138,0.34236735
Topic,0.5,0.5,How many championships did Williams win in the 1980s and 1990s?,0.2,1.0,1,0.9976308651173138,0.34236735
Topic,0.7,0.30000000000000004,How many championships did Williams win in the 1980s and 1990s?,0.2,1.0,1,0.9949766931248532,0.29635656
SW_50,0.3,0.7,When did Ayrton Senna die?,0.4,1.0,1,0.9887677611792351,0.3495553
SW_50,0.5,0.5,When did Ayrton Senna die?,0.4,1.0,1,0.9887677611792351,0.3495553
SW_50,0.7,0.30000000000000004,When did Ayrton Senna die?,0.4,1.0,1,0.9887677611792351,0.3495553
SW_20,0.3,0.7,When did Ayrton Senna die?,0.2,1.0,1,0.9793862375029929,0.35142142
SW_20,0.5,0.5,When did Ayrton Senna die?,0.2,1.0,1,0.9804793965931822,0.32898515
SW_20,0.7,0.30000000000000004,When did Ayrton Senna die?,0.2,1.0,1,0.9804793965931822,0.32898515
SW_0,0.3,0.7,When did Ayrton Senna die?,0.2,1.0,1,0.9082840734466172,0.3123972
SW_0,0.5,0.5,When did Ayrton Senna die?,0.2,1.0,1,0.9493823013655444,0.268504
SW_0,0.7,0.30000000000000004,When did Ayrton Senna die?,0.2,1.0,1,0.9493823013655444,0.268504
Semantic,0.3,0.7,When did Ayrton Senna die?,0.2,1.0,1,0.9883765403723018,0.48280612
Semantic,0.5,0.5,When did Ayrton Senna die?,0.2,0.25,1,0.7441720617743113,0.48280612
Semantic,0.7,0.30000000000000004,When did Ayrton Senna die?,0.0,0.0,0,0.8775419305176437,0.32786053
Topic,0.3,0.7,When did Ayrton Senna die?,0.2,1.0,1,0.9995164050228155,0.3615903
Topic,0.5,0.5,When did Ayrton Senna die?,0.2,0.5,1,0.7951152386533394,0.3615903
Topic,0.7,0.30000000000000004,When did Ayrton Senna die?,0.2,0.3333333333333333,1,0.7203256636605646,0.3615903
SW_50,0.3,0.7,What changes did the FIA implement after Senna's death?,0.2,0.3333333333333333,1,0.9172295453213862,0.52632517
SW_50,0.5,0.5,What changes did the FIA implement after Senna's death?,0.2,0.5,1,0.9343193110327038,0.5263251
SW_50,0.7,0.30000000000000004,What changes did the FIA implement after Senna's death?,0.2,0.5,1,0.9343193110327038,0.5263251
SW_20,0.3,0.7,What changes did the FIA implement after Senna's death?,0.2,0.5,1,0.9116334967179598,0.54560006
SW_20,0.5,0.5,What changes did the FIA implement after Senna's death?,0.2,0.5,1,0.9116334967179598,0.54560006
SW_20,0.7,0.30000000000000004,What changes did the FIA implement after Senna's death?,0.2,0.5,1,0.9116334967179598,0.54560006
SW_0,0.3,0.7,What changes did the FIA implement after Senna's death?,0.2,0.5,1,0.9510971519436866,0.51509404
SW_0,0.5,0.5,What changes did the FIA implement after Senna's death?,0.2,1.0,1,0.9929902453877546,0.48034388
SW_0,0.7,0.30000000000000004,What changes did the FIA implement after Senna's death?,0.2,1.0,1,0.9929902453877546,0.48034388
Semantic,0.3,0.7,What changes did the FIA implement after Senna's death?,0.2,1.0,1,0.9884837420543509,0.4556082
Semantic,0.5,0.5,What changes did the FIA implement after Senna's death?,0.2,1.0,1,0.9956196480302635,0.41861764
Semantic,0.7,0.30000000000000004,What changes did the FIA implement after Senna's death?,0.2,1.0,1,0.9956196480302635,0.41861764
Topic,0.3,0.7,What changes did the FIA implement after Senna's death?,0.0,0.0,0,0.9669195487235017,0.39724648
Topic,0.5,0.5,What changes did the FIA implement after Senna's death?,0.0,0.0,0,0.886718857756456,0.36561456
Topic,0.7,0.30000000000000004,What changes did the FIA implement after Senna's death?,0.0,0.0,0,0.9421197076668758,0.33640367
SW_50,0.3,0.7,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.8,1.0,1,0.9996249012337968,0.68881464
SW_50,0.5,0.5,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.8,1.0,1,0.9996249012337968,0.68881464
SW_50,0.7,0.30000000000000004,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.8,1.0,1,0.9957351023199816,0.68881464
SW_20,0.3,0.7,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,1.0,1.0,1,0.9991947553596702,0.67767626
SW_20,0.5,0.5,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,1.0,1.0,1,0.996639750392522,0.67767626
SW_20,0.7,0.30000000000000004,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.8,1.0,1,0.9973992422269078,0.6599045
SW_0,0.3,0.7,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.6,1.0,1,0.9994625321961779,0.641156
SW_0,0.5,0.5,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.6,1.0,1,0.9994625321961779,0.641156
SW_0,0.7,0.30000000000000004,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.6,1.0,1,0.990096487075351,0.64115596
Semantic,0.3,0.7,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,1.0,1.0,1,0.9993181178525787,0.8034655
Semantic,0.5,0.5,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,1.0,1.0,1,0.9985901696674663,0.8034655
Semantic,0.7,0.30000000000000004,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,1.0,1.0,1,0.999815556472726,0.7875795
Topic,0.3,0.7,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,1.0,1.0,1,0.9974852118988062,0.6754266
Topic,0.5,0.5,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.8,1.0,1,0.997499877784927,0.6435843
Topic,0.7,0.30000000000000004,How many consecutive Drivers' Championships did Michael Schumacher win with Ferrari?,0.6,1.0,1,0.9959343335751106,0.6103637
SW_50,0.3,0.7,How many consecutive Constructors' Championships did Ferrari win?,0.8,1.0,1,0.9976214324091138,0.66632295
SW_50,0.5,0.5,How many consecutive Constructors' Championships did Ferrari win?,0.4,1.0,1,1.0,0.6248306
SW_50,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Ferrari win?,0.4,1.0,1,0.9978801574400965,0.6248306
SW_20,0.3,0.7,How many consecutive Constructors' Championships did Ferrari win?,0.6,1.0,1,0.9980170421674429,0.6304949
SW_20,0.5,0.5,How many consecutive Constructors' Championships did Ferrari win?,0.6,1.0,1,0.9947283847246268,0.6304949
SW_20,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Ferrari win?,0.6,1.0,1,0.9947283847246268,0.6304949
SW_0,0.3,0.7,How many consecutive Constructors' Championships did Ferrari win?,0.4,1.0,1,0.9989014919772707,0.6049193
SW_0,0.5,0.5,How many consecutive Constructors' Championships did Ferrari win?,0.4,1.0,1,0.9915692921076421,0.6049193
SW_0,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Ferrari win?,0.4,1.0,1,0.9908781589096938,0.6049193
Semantic,0.3,0.7,How many consecutive Constructors' Championships did Ferrari win?,1.0,1.0,1,0.9993372535423137,0.73966396
Semantic,0.5,0.5,How many consecutive Constructors' Championships did Ferrari win?,1.0,1.0,1,1.0,0.7275251
Semantic,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Ferrari win?,0.8,1.0,1,1.0,0.7038587
Topic,0.3,0.7,How many consecutive Constructors' Championships did Ferrari win?,0.4,1.0,1,0.9851739297775323,0.6032954
Topic,0.5,0.5,How many consecutive Constructors' Championships did Ferrari win?,0.2,1.0,1,0.9984817630024844,0.5182881
Topic,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Ferrari win?,0.2,1.0,1,0.9984817630024844,0.5182881
SW_50,0.3,0.7,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.814943043708747,0.3443392
SW_50,0.5,0.5,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.8607198540431095,0.38881648
SW_50,0.7,0.30000000000000004,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.8607198540431095,0.38881648
SW_20,0.3,0.7,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.8371299225549287,0.2961069
SW_20,0.5,0.5,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.8833414020667506,0.2875941
SW_20,0.7,0.30000000000000004,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.8833414020667506,0.2875941
SW_0,0.3,0.7,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.8340023844026985,0.31431222
SW_0,0.5,0.5,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.8876726437155057,0.31431222
SW_0,0.7,0.30000000000000004,What major rule change occurred in Formula One in 2014?,0.0,0.0,0,0.8840289709126866,0.3439799
Semantic,0.3,0.7,What major rule change occurred in Formula One in 2014?,0.2,0.5,1,0.7647834378356319,0.32481998
Semantic,0.5,0.5,What major rule change occurred in Formula One in 2014?,0.2,0.5,1,0.7663643854651333,0.30786937
Semantic,0.7,0.30000000000000004,What major rule change occurred in Formula One in 2014?,0.2,0.5,1,0.7663643854651333,0.30786937
Topic,0.3,0.7,What major rule change occurred in Formula One in 2014?,0.2,1.0,1,0.9846970409676634,0.34963366
Topic,0.5,0.5,What major rule change occurred in Formula One in 2014?,0.2,1.0,1,0.9846970409676634,0.34963366
Topic,0.7,0.30000000000000004,What major rule change occurred in Formula One in 2014?,0.2,1.0,1,0.9846970409676634,0.34963366
SW_50,0.3,0.7,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9916362041633519,0.4905037
SW_50,0.5,0.5,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9920189739848481,0.49692488
SW_50,0.7,0.30000000000000004,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9851008558452625,0.4067847
SW_20,0.3,0.7,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9531757786197315,0.49360523
SW_20,0.5,0.5,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9509354099065677,0.4053926
SW_20,0.7,0.30000000000000004,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9509354099065677,0.4053926
SW_0,0.3,0.7,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9965167303542327,0.487343
SW_0,0.5,0.5,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9964709697355812,0.4873983
SW_0,0.7,0.30000000000000004,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9868576016899705,0.4873983
Semantic,0.3,0.7,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9153005974891656,0.27441615
Semantic,0.5,0.5,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9816432019758838,0.27441615
Semantic,0.7,0.30000000000000004,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9939512535919679,0.27441615
Topic,0.3,0.7,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9573909188837704,0.33015007
Topic,0.5,0.5,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9681641016187891,0.25100973
Topic,0.7,0.30000000000000004,Which team dominated Formula One from 2014 to 2021?,0.0,0.0,0,0.9681641016187891,0.25100973
SW_50,0.3,0.7,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,0.9965321197613524,0.5613379
SW_50,0.5,0.5,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,0.994302819465524,0.5613378
SW_50,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,0.994302819465524,0.5613378
SW_20,0.3,0.7,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,0.9993355012682466,0.5032557
SW_20,0.5,0.5,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,0.996743496710496,0.5225576
SW_20,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,0.996743496710496,0.5225576
SW_0,0.3,0.7,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,1.0,0.52243435
SW_0,0.5,0.5,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,0.9886073018497024,0.4874862
SW_0,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Mercedes win?,0.2,1.0,1,0.9891403901217853,0.48324046
Semantic,0.3,0.7,How many consecutive Constructors' Championships did Mercedes win?,0.8,1.0,1,0.9801797197964545,0.6821933
Semantic,0.5,0.5,How many consecutive Constructors' Championships did Mercedes win?,0.8,0.5,1,0.9421052779704308,0.6821933
Semantic,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Mercedes win?,0.8,0.5,1,0.9388176507942508,0.6821933
Topic,0.3,0.7,How many consecutive Constructors' Championships did Mercedes win?,0.2,0.3333333333333333,1,0.9714434774742677,0.5282482
Topic,0.5,0.5,How many consecutive Constructors' Championships did Mercedes win?,0.2,0.2,1,0.9413309194513788,0.52824825
Topic,0.7,0.30000000000000004,How many consecutive Constructors' Championships did Mercedes win?,0.2,0.2,1,0.8999094241490386,0.52824825
SW_50,0.3,0.7,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,1.0,1.0,1,0.9933131085804198,0.7619177
SW_50,0.5,0.5,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,1.0,1.0,1,0.9958025706159108,0.7403899
SW_50,0.7,0.30000000000000004,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,1.0,1.0,1,0.9914671156364868,0.7403899
SW_20,0.3,0.7,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.8,1.0,1,0.9977452073222238,0.6986636
SW_20,0.5,0.5,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.8,1.0,1,0.9979034734305242,0.6986636
SW_20,0.7,0.30000000000000004,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.8,1.0,1,0.9915335447554575,0.6986636
SW_0,0.3,0.7,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.8,1.0,1,0.9989720188435246,0.69448227
SW_0,0.5,0.5,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.8,1.0,1,1.0,0.67871916
SW_0,0.7,0.30000000000000004,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.8,1.0,1,0.9870878828767701,0.67871916
Semantic,0.3,0.7,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,1.0,1.0,1,0.9990296942846784,0.7974128
Semantic,0.5,0.5,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.8,1.0,1,0.9280116941642197,0.7435168
Semantic,0.7,0.30000000000000004,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.8,0.5,1,0.9080373813675209,0.68915284
Topic,0.3,0.7,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.6,1.0,1,0.9892976277296797,0.666609
Topic,0.5,0.5,How many Drivers' Championships did Lewis Hamilton win during Mercedes' dominance?,0.6,1.0,1,0.9767346447876395,0.666609
